unique(rios_data_token2it$it_tokens_2w),dei_related
hypo allometric,FALSE
allometric growth,FALSE
finally module,FALSE
analysis thus,FALSE
thus providing,FALSE
explore nature,FALSE
surrounding environments,TRUE
neighborhoods students,TRUE
restricted motor,FALSE
motor skills,FALSE
vision impairment,TRUE
impairment can,TRUE
can delegate,FALSE
delegate microscope,FALSE
caliper work,FALSE
limitations formative,TRUE
assessments include,TRUE
include low,FALSE
stakes quizzes,FALSE
assess preparation,FALSE
completed collaboratively,TRUE
period students,TRUE
laptop computer,FALSE
pace university,FALSE
university laptop,FALSE
laptop computers,FALSE
computers can,FALSE
campus library,FALSE
might also,FALSE
limited students,TRUE
data entry,FALSE
microorganisms impact,TRUE
impact human,TRUE
human life,TRUE
principles behind,FALSE
behind animal,FALSE
animal models,FALSE
important lesson,FALSE
various backgrounds,TRUE
backgrounds can,TRUE
especially due,FALSE
ethical implications,TRUE
exercise gives,FALSE
gives students,TRUE
animal research,FALSE
exercises encourages,TRUE
peers thus,FALSE
lesson allows,FALSE
experience working,FALSE
study bacterial,FALSE
bacterial virulence,FALSE
low cost,FALSE
materials required,FALSE
exercise makes,FALSE
readily accessible,TRUE
resource limited,FALSE
limited institutions,FALSE
adaptability allows,TRUE
exercise based,FALSE
specific course,FALSE
action items,FALSE
students create,TRUE
name cards,FALSE
can include,FALSE
pronouns since,TRUE
address students,TRUE
not always,FALSE
always populated,FALSE
class roster,FALSE
ask although,TRUE
juniors seniors,FALSE
fundamental concepts,TRUE
read primary,FALSE
primary literature,FALSE
lesson related,FALSE
related materials,FALSE
course website,FALSE
also equipped,FALSE
provides students,TRUE
students easy,TRUE
easy access,TRUE
involves active,TRUE
promotes participation,TRUE
including underrepresented,TRUE
underrepresented minorities,TRUE
given quiet,FALSE
quiet time,FALSE
class discussion,FALSE
form thoughts,FALSE
can devise,FALSE
example assign,FALSE
assign specific,FALSE
specific groups,FALSE
exercises students,TRUE
instructor may,FALSE
may also,FALSE
also form,FALSE
work groups,FALSE
students outside,TRUE
typical social,TRUE
social circles,TRUE
reading carefully,TRUE
carefully selected,TRUE
selected psl,FALSE
many individuals,TRUE
since questions,FALSE
authentic scientific,TRUE
scientific studies,FALSE
lesson seeks,FALSE
students academic,TRUE
academic social,TRUE
cultural backgrounds,TRUE
matrix box,FALSE
student viewpoints,FALSE
conclusions can,FALSE
discussions occurred,FALSE
groups often,FALSE
students resulting,TRUE
students becoming,TRUE
becoming comfortable,TRUE
comfortable enough,TRUE
answers freely,FALSE
freely additionally,TRUE
one correct,FALSE
matrix table,FALSE
became easier,FALSE
answers without,FALSE
wrong however,FALSE
larger group,FALSE
group discussions,FALSE
not force,FALSE
force students,TRUE
not volunteer,FALSE
learning process,FALSE
process thus,FALSE
lesson includes,FALSE
includes several,FALSE
several strategies,FALSE
strategies including,FALSE
including think,FALSE
share small,FALSE
strip sequence,FALSE
favor different,FALSE
different learning,FALSE
learning approaches,FALSE
class instructors,FALSE
can explicitly,FALSE
explicitly state,FALSE
varied learning,FALSE
accessible classroom,TRUE
promotes inclusive,TRUE
feel less,FALSE
less targeted,FALSE
high level,FALSE
well received,FALSE
lecture classes,FALSE
classes open,FALSE
styles though,FALSE
short lecture,FALSE
lecture within,FALSE
intellectual engagement,TRUE
minimally elicited,FALSE
class lectures,FALSE
groups multiple,FALSE
multiple times,FALSE
cultivates social,TRUE
social learning,TRUE
peer education,FALSE
support learning,FALSE
learning gains,FALSE
various disciplines,FALSE
heavily utilized,FALSE
inviting environment,TRUE
intentionally assigned,TRUE
promote inclusivity,TRUE
varying achievement,TRUE
achievement levels,TRUE
employs think,FALSE
meaningful class,TRUE
students take,TRUE
critically think,TRUE
exchange ideas,FALSE
students write,TRUE
eases anxieties,TRUE
public speaking,TRUE
generally promoted,TRUE
assignments can,TRUE
submitted online,FALSE
online thus,FALSE
thus decreasing,FALSE
environmental burdens,TRUE
burdens associated,FALSE
paper however,FALSE
classroom friendly,TRUE
friendly internet,TRUE
internet connected,TRUE
connected device,TRUE
device instructors,FALSE
students students,TRUE
can submit,FALSE
final work,FALSE
completed assignment,TRUE
research worksheets,FALSE
slides independently,FALSE
independently students,TRUE
come together,TRUE
minute discussion,FALSE
discussion section,FALSE
inclusive moments,TRUE
entire course,FALSE
brings together,TRUE
students instead,TRUE
one instructor,FALSE
instructor many,FALSE
students choose,TRUE
share species,FALSE
presentations offer,FALSE
self expression,FALSE
activity appears,FALSE
community among,TRUE
fun together,TRUE
together however,TRUE
however giving,FALSE
presentation can,FALSE
second language,FALSE
stockwell give,FALSE
ias directions,FALSE
person version,FALSE
let students,TRUE
students present,TRUE
prefer students,TRUE
can read,FALSE
feel nervous,FALSE
speaking spontaneously,FALSE
students slides,TRUE
presentations represent,FALSE
stakes way,FALSE
important skill,FALSE
severe anxiety,TRUE
present even,FALSE
pre record,FALSE
online version,FALSE
activity asks,FALSE
speak listen,TRUE
listen look,TRUE
worksheet write,FALSE
write thus,FALSE
thus offering,FALSE
offering many,FALSE
many ways,FALSE
students get,TRUE
different voices,TRUE
student participates,TRUE
participates equally,TRUE
multifaceted inclusive,TRUE
inclusive nature,TRUE
nature documentary,TRUE
documentary created,TRUE
created collaboratively,TRUE
specific roles,FALSE
activities provides,FALSE
provides clear,FALSE
clear expectations,FALSE
divides labor,TRUE
labor among,FALSE
students allowing,TRUE
addition use,TRUE
synchronous class,FALSE
class sessions,FALSE
sessions increases,FALSE
increases class,FALSE
class structure,FALSE
structure past,FALSE
past work,FALSE
revealed increasing,FALSE
increasing class,FALSE
structure greatly,FALSE
greatly reduces,FALSE
reduces achievement,TRUE
continuing generation,FALSE
students changing,TRUE
changing screen,TRUE
screen names,TRUE
videoconferencing software,FALSE
reflect pronouns,TRUE
pronouns acknowledges,TRUE
acknowledges diversity,TRUE
sharing pronouns,TRUE
help make,FALSE
synchronous classroom,FALSE
welcoming place,TRUE
place past,FALSE
revealed lgbtqia,TRUE
lgbtqia students,TRUE
not perceive,FALSE
classroom community,TRUE
welcoming space,TRUE
activity engages,TRUE
large majority,FALSE
natural population,FALSE
builds community,TRUE
students even,TRUE
simple low,FALSE
stakes activity,FALSE
minute paper,FALSE
paper reflection,FALSE
reflection provides,FALSE
provides opportunity,TRUE
engage independently,TRUE
work engaging,TRUE
included ample,FALSE
pairing students,TRUE
students together,TRUE
decrease student,FALSE
student anxiety,TRUE
encouraged collaboration,TRUE
may assist,FALSE
interpretation explain,FALSE
understanding based,FALSE
peer feedback,FALSE
also worked,FALSE
online teaching,FALSE
teaching format,FALSE
format grading,FALSE
grading rubrics,FALSE
rubrics emphasized,FALSE
emphasized general,FALSE
general content,FALSE
content knowledge,FALSE
critical thinking,TRUE
thinking skills,FALSE
ensure impartial,TRUE
impartial grading,TRUE
coding portion,FALSE
provided laptops,FALSE
lesson strives,FALSE
address inclusive,TRUE
computer lab,FALSE
lab rather,FALSE
requiring students,TRUE
computers already,FALSE
already loaded,FALSE
required programs,FALSE
data management,TRUE
management software,TRUE
ms office,FALSE
office excel,FALSE
google sheets,FALSE
sheets contact,FALSE
instructional technology,FALSE
technology specialist,FALSE
specific accommodations,TRUE
accommodations available,TRUE
manages data,FALSE
lesson access,TRUE
photograph outside,FALSE
key component,FALSE
lesson ideally,FALSE
mobile device,FALSE
satellite connection,TRUE
inaturalist application,FALSE
used accounts,FALSE
mobile devices,FALSE
otherwise unavailable,FALSE
unavailable observations,FALSE
observations may,FALSE
digital cameras,FALSE
inaturalist website,FALSE
departments whether,TRUE
one important,FALSE
important difference,FALSE
make observations,FALSE
students must,TRUE
must record,FALSE
observations can,FALSE
associated geolocations,FALSE
mobile phone,FALSE
simplified data,FALSE
data sheet,FALSE
sheet can,FALSE
making observations,FALSE
observations columns,FALSE
include time,FALSE
observation photo,FALSE
photo file,FALSE
file number,FALSE
location information,FALSE
information students,TRUE
promote collaboration,TRUE
work outside,FALSE
students observations,TRUE
compiled effort,FALSE
maintain student,FALSE
student anonymity,TRUE
public biodiversity,TRUE
biodiversity database,TRUE
database schools,FALSE
schools may,FALSE
data students,TRUE
concerns particularly,TRUE
location sharing,TRUE
participate without,TRUE
without revealing,FALSE
revealing identifying,FALSE
identifying information,FALSE
instructor might,FALSE
might choose,FALSE
single class,FALSE
class inaturalist,FALSE
inaturalist account,FALSE
email address,TRUE
granted access,TRUE
contribute observations,FALSE
observations instructors,FALSE
change passwords,FALSE
improper behavior,FALSE
adjustment can,TRUE
may continue,FALSE
lifelong observers,FALSE
natural world,FALSE
world around,FALSE
make no,FALSE
no assessment,TRUE
assessment related,TRUE
related comments,TRUE
student observations,FALSE
observations within,FALSE
inaturalist platform,FALSE
ferpa regulations,TRUE
regulations students,TRUE
inaturalist accounts,FALSE
utilizing data,FALSE
data collected,FALSE
global communities,TRUE
communities demonstrates,TRUE
data reciprocally,FALSE
students efforts,TRUE
observations extends,FALSE
extends beyond,FALSE
broader community,TRUE
can learn,FALSE
activity also,FALSE
illustrates cultural,TRUE
cultural diversity,TRUE
diversity across,TRUE
across neighborhoods,TRUE
different communities,TRUE
communities may,TRUE
may support,FALSE
cultivate different,FALSE
different habitat,FALSE
habitat types,FALSE
local diversity,TRUE
diversity students,TRUE
collect independent,FALSE
independent data,FALSE
go thus,FALSE
data represents,FALSE
local areas,FALSE
students identify,TRUE
typical parks,FALSE
recreation areas,FALSE
areas overall,FALSE
diverse participants,TRUE
study guide,FALSE
supplemental resource,TRUE
lecture textbooks,FALSE
used resources,FALSE
often divisive,FALSE
not strong,FALSE
strong readers,FALSE
review guides,TRUE
students independently,TRUE
independently previous,FALSE
previous studies,FALSE
study guides,TRUE
guides provides,TRUE
provides benefits,FALSE
learning disabilities,TRUE
language deficits,TRUE
deficits equalizing,TRUE
equalizing student,TRUE
anecdotally found,FALSE
minoritized students,TRUE
students introverted,TRUE
introverted students,TRUE
less likely,FALSE
groups participated,TRUE
participated well,TRUE
discussion based,FALSE
based study,FALSE
assignment gives,TRUE
ask anonymous,FALSE
anonymous questions,FALSE
questions without,FALSE
social stigmas,TRUE
may create,FALSE
equal participation,TRUE
low pressure,TRUE
pressure environment,TRUE
specifically included,FALSE
particular emphasis,TRUE
indigenous ways,TRUE
practices include,FALSE
include place,FALSE
place based,FALSE
student chosen,FALSE
chosen topics,FALSE
topics small,FALSE
work close,FALSE
close observation,FALSE
modeled best,FALSE
best practices,FALSE
practices visual,TRUE
non verbal,FALSE
verbal learning,FALSE
unit leverages,FALSE
diversity among,TRUE
providing multiple,FALSE
work thereby,FALSE
thereby providing,FALSE
uncomfortable sharing,TRUE
group settings,FALSE
suggest opportunities,TRUE
written reflections,FALSE
activity uses,FALSE
uses physical,FALSE
physical models,FALSE
student participation,TRUE
instructors encourage,TRUE
addition using,TRUE
using familiar,FALSE
familiar objects,FALSE
objects plastic,FALSE
plastic building,FALSE
building bricks,FALSE
human action,TRUE
enzyme may,FALSE
may make,FALSE
enzyme kinetics,FALSE
can play,FALSE
play several,FALSE
several roles,FALSE
simulation including,FALSE
including timekeeper,FALSE
timekeeper data,FALSE
data recorder,FALSE
recorder student,FALSE
student enzyme,FALSE
observer therefore,FALSE
allow differently,FALSE
differently abled,TRUE
abled students,TRUE
participate depending,TRUE
student group,FALSE
members discuss,TRUE
involved prior,FALSE
impaired student,TRUE
kinesthetic activity,FALSE
require seeing,FALSE
multiple ways,FALSE
first answer,FALSE
writing independently,FALSE
discussed orally,FALSE
technique allows,FALSE
participate structured,TRUE
structured discussion,FALSE
post activity,FALSE
activity conceptual,FALSE
conceptual questions,FALSE
questions also,FALSE
diverse learning,TRUE
learning methods,FALSE
methods achieve,FALSE
complete understanding,FALSE
understanding lesson,FALSE
lesson materials,FALSE
ways traditional,FALSE
visual aids,TRUE
aids combined,FALSE
group hands,TRUE
formative assessment,TRUE
students reflect,TRUE
formulate answers,FALSE
answers based,FALSE
class analysis,FALSE
analysis furthermore,FALSE
furthermore nation,FALSE
nation wide,FALSE
wide survey,FALSE
survey data,FALSE
data indicates,FALSE
integrating bioinformatics,FALSE
undergraduate life,FALSE
sciences curriculum,FALSE
disproportionately greater,FALSE
faculty teaching,FALSE
minority serving,TRUE
serving institutions,FALSE
institutions msis,TRUE
msis compared,TRUE
non msis,TRUE
disparity increases,TRUE
engaging stem,TRUE
stem undergraduates,FALSE
computational bioinformatics,FALSE
diversity gap,TRUE
gap additionally,TRUE
lesson can,FALSE
effectively implemented,TRUE
person lab,FALSE
asynchronous online,FALSE
online formatted,FALSE
formatted course,FALSE
strong emphasis,FALSE
topic links,FALSE
links easily,FALSE
daily life,FALSE
pursue ideas,FALSE
bring materials,FALSE
test structure,FALSE
clear goals,FALSE
particularly improve,TRUE
improve learning,FALSE
students belonging,TRUE
groups underrepresented,TRUE
achieving mastery,FALSE
different science,FALSE
science processes,FALSE
future classes,FALSE
explicitly stated,FALSE
semester including,FALSE
syllabus supporting,FALSE
bioactive compounds,TRUE
compounds syllabus,FALSE
skills build,FALSE
also explicitly,FALSE
every lab,FALSE
lab session,FALSE
every class,FALSE
class time,FALSE
use excel,FALSE
perform statistical,FALSE
statistical analysis,FALSE
lab report,FALSE
individual elements,TRUE
compounds module,FALSE
guided lab,FALSE
report students,TRUE
different parts,TRUE
several weeks,FALSE
weeks information,FALSE
information needed,TRUE
homework assignments,TRUE
assignments sessions,TRUE
sessions started,TRUE
daily tasks,FALSE
homework followed,FALSE
laboratory techniques,FALSE
considered formative,FALSE
formative students,TRUE
given feedback,FALSE
might improve,FALSE
make said,FALSE
said improvements,TRUE
improvements since,TRUE
similar skills,FALSE
four modules,FALSE
modules students,TRUE
improve throughout,FALSE
explicitly recognize,FALSE
self reflections,FALSE
reflections group,FALSE
also structured,FALSE
students centering,TRUE
centering around,FALSE
positive interdependence,FALSE
interdependence individual,TRUE
simultaneous interaction,TRUE
individually accountable,TRUE
individual assignments,TRUE
learned new,FALSE
new skills,FALSE
every stage,FALSE
process prepared,FALSE
prepared students,TRUE
participate equally,TRUE
interactions group,TRUE
work relied,FALSE
students needed,TRUE
overall success,FALSE
complicated enough,FALSE
elicit mutual,FALSE
mutual need,TRUE
specifically students,TRUE
cognitively difficult,FALSE
difficult tasks,FALSE
multiple inputs,FALSE
discussing experimental,TRUE
experimental results,TRUE
results students,TRUE
fully engaged,TRUE
example often,FALSE
experiment together,TRUE
two students,TRUE
specific complementary,TRUE
complementary tasks,TRUE
either completing,FALSE
recording results,FALSE
results successful,FALSE
successful group,FALSE
also supported,TRUE
goals tasks,FALSE
highly relevant,TRUE
lab reports,FALSE
multiple parts,TRUE
clearly linked,FALSE
future value,TRUE
science careers,FALSE
cures implemented,TRUE
implemented early,TRUE
improve scientific,FALSE
scientific self,FALSE
student persistence,FALSE
stem degrees,FALSE
degrees among,FALSE
among diverse,TRUE
hold particular,TRUE
particular promise,TRUE
underrepresented minority,TRUE
minority students,TRUE
inquiry driven,FALSE
driven activity,FALSE
student pair,FALSE
different question,FALSE
four week,FALSE
week lab,FALSE
lab exercise,FALSE
pair shares,FALSE
oral presentation,FALSE
presentation making,FALSE
equal importance,TRUE
importance using,FALSE
format overcomes,FALSE
overcomes significant,FALSE
significant barriers,TRUE
given protocol,FALSE
design troubleshooting,FALSE
research laboratory,FALSE
approach encourages,TRUE
less vocal,FALSE
vocal students,TRUE
actively participate,TRUE
successfully complete,TRUE
laboratory exercises,FALSE
students help,TRUE
minimal instructor,FALSE
instructor intervention,FALSE
written lab,FALSE
class oral,FALSE
presentation students,TRUE
students continue,TRUE
lab partner,TRUE
reduce writing,FALSE
presentation anxiety,TRUE
additional element,TRUE
enhances lab,FALSE
lab performance,FALSE
students pair,TRUE
semester students,TRUE
partner since,TRUE
student pairs,FALSE
worked together,TRUE
many lab,FALSE
lab exercises,FALSE
excellent rapport,TRUE
furthermore every,FALSE
resources throughout,FALSE
activity ensuring,FALSE
no students,TRUE
preparation advantage,FALSE
lesson instructors,FALSE
full lesson,FALSE
potential modifications,FALSE
modifications section,FALSE
allied health,TRUE
health studies,TRUE
thematic nature,FALSE
presented using,FALSE
learners lecture,FALSE
provide representation,FALSE
selected manuscripts,FALSE
manuscripts highlight,FALSE
highlight scientist,FALSE
diverse backgrounds,TRUE
antimicrobial research,FALSE
research student,FALSE
lesson encourages,TRUE
peers allowing,FALSE
see different,FALSE
also emphasizes,FALSE
emphasizes critical,TRUE
thinking writing,FALSE
practice data,FALSE
require technical,FALSE
technical experience,FALSE
experience expensive,TRUE
expensive specialized,TRUE
specialized laboratory,FALSE
laboratory equipment,TRUE
online making,FALSE
instructional modalities,FALSE
modalities especially,FALSE
especially within,FALSE
within resource,FALSE
lesson begins,FALSE
inviting students,TRUE
no wrong,FALSE
wrong answer,FALSE
welcome throughout,TRUE
discuss debate,FALSE
build consensus,FALSE
discussion several,FALSE
several different,FALSE
different activity,FALSE
activity types,FALSE
used including,FALSE
including sorting,FALSE
sorting tasks,FALSE
tasks clicker,FALSE
clicker questions,FALSE
drawing accommodating,TRUE
accommodating different,TRUE
learning preferences,FALSE
preferences students,TRUE
groups however,FALSE
however students,TRUE
strongly prefer,FALSE
work independently,FALSE
intensely active,TRUE
structured courses,FALSE
online lab,FALSE
lab course,FALSE
contains pre,FALSE
pre lab,FALSE
lab learning,FALSE
feedback frequent,FALSE
frequent feedback,FALSE
laboratory notebooks,FALSE
notebooks peer,FALSE
lab sessions,FALSE
sessions multiple,FALSE
multiple summative,FALSE
summative assessments,TRUE
demonstrate mastery,FALSE
modes including,FALSE
including writing,FALSE
writing take,FALSE
home tests,FALSE
oral presentations,FALSE
presentations providing,FALSE
frequently work,FALSE
pace ensures,FALSE
need differing,TRUE
differing amounts,FALSE
see comments,TRUE
assessment also,TRUE
also accommodating,TRUE
accommodating students,TRUE
unavoidable conflicts,FALSE
live video,FALSE
video conferencing,FALSE
conferencing lab,FALSE
inclusive environment,TRUE
emphasized flexibility,TRUE
course encouraging,TRUE
encouraging students,TRUE
live lab,FALSE
live sessions,FALSE
quarter long,TRUE
missed sessions,FALSE
missed lab,FALSE
lab notebook,FALSE
notebook entries,FALSE
inevitable conflicts,FALSE
conflicts arose,FALSE
sick family,TRUE
family members,TRUE
work conflicts,FALSE
students picked,TRUE
extra shifts,FALSE
income anxiety,TRUE
depression exacerbated,FALSE
civil uprising,FALSE
uprising many,FALSE
us took,FALSE
mastery approach,FALSE
lowest scoring,FALSE
scoring take,FALSE
home quiz,FALSE
quiz lower,FALSE
highest scoring,FALSE
scoring quiz,FALSE
lower stakes,FALSE
stakes items,FALSE
full points,FALSE
creating lab,FALSE
lab discussion,FALSE
discussion breakout,FALSE
breakout groups,FALSE
instructors created,FALSE
created groups,FALSE
no gender,TRUE
gender imbalances,TRUE
one student,FALSE
represented background,TRUE
represented student,FALSE
instructors randomly,FALSE
assigned groups,FALSE
week providing,FALSE
providing opportunities,TRUE
assigning roles,FALSE
different group,FALSE
week ensured,FALSE
speak report,FALSE
peers lastly,FALSE
lastly providing,FALSE
course online,FALSE
online may,FALSE
disability geography,TRUE
worth considering,FALSE
considering offering,FALSE
offering online,FALSE
online versions,FALSE
course even,FALSE
instruction returns,FALSE
returns face,FALSE
collaborative exercise,TRUE
exercise encourages,TRUE
encourages discussion,TRUE
discussion among,FALSE
backgrounds perspectives,TRUE
learning strengths,TRUE
historical materials,TRUE
materials highlight,FALSE
highlight various,FALSE
various viewpoints,FALSE
infectious diseases,FALSE
official government,TRUE
government statements,TRUE
selected documents,TRUE
social biases,TRUE
marginalized groups,TRUE
students examined,TRUE
examined questionnaires,FALSE
questionnaires used,FALSE
indigent migratory,FALSE
migratory consumptives,FALSE
ask business,FALSE
business owners,FALSE
hire migrants,TRUE
materials included,FALSE
included early,FALSE
early perspectives,TRUE
hiv pandemic,FALSE
stigmatized lgbtq,TRUE
lgbtq individuals,TRUE
documents offer,TRUE
offer students,TRUE
particular groups,TRUE
people suffering,TRUE
health issues,TRUE
general nature,FALSE
nature cures,FALSE
cures increase,FALSE
increase access,TRUE
institutional hurdles,FALSE
may face,FALSE
independent research,FALSE
research program,FALSE
collaboratively throughout,TRUE
use authentic,TRUE
authentic microbiology,TRUE
genomics techniques,FALSE
closely align,FALSE
epidemiological investigations,FALSE
investigations conducted,FALSE
fda cdc,FALSE
health laboratories,TRUE
laboratories student,FALSE
student research,FALSE
make contributions,FALSE
e gline,FALSE
gline e,FALSE
e gross,FALSE
gross b,FALSE
b puma,FALSE
puma r,FALSE
r zoldork,FALSE
zoldork m,FALSE
m thinnes,FALSE
thinnes e,FALSE
e seracino,FALSE
j b,FALSE
b herrick,FALSE
herrick presented,FALSE
annual meeting,FALSE
american society,TRUE
microbiology virginia,FALSE
virginia branch,FALSE
active engagement,TRUE
authentic practices,TRUE
practices via,FALSE
via wet,FALSE
wet lab,FALSE
computer based,FALSE
based activities,FALSE
activities students,TRUE
students gain,TRUE
real world,FALSE
world scientific,FALSE
scientific endeavors,FALSE
also experience,FALSE
experience autonomy,FALSE
autonomy project,FALSE
project ownership,FALSE
navigate challenges,FALSE
research setting,FALSE
design features,FALSE
cure lend,FALSE
lend well,FALSE
socially relevant,TRUE
relevant topics,TRUE
foodborne pathogens,FALSE
antibiotic resistance,FALSE
broadly meaningful,TRUE
varying backgrounds,TRUE
professional interests,TRUE
medicine epidemiology,FALSE
epidemiology bioinformatics,FALSE
bioinformatics infectious,FALSE
infectious disease,FALSE
disease microbiology,FALSE
microbiology pedagogical,FALSE
pedagogical approaches,FALSE
approaches implemented,TRUE
lesson accommodate,FALSE
demonstrations mini,FALSE
lectures videos,FALSE
videos hands,TRUE
activities worksheets,FALSE
worksheets discussions,FALSE
optional additional,TRUE
additional tutorials,TRUE
tutorials similarly,FALSE
similarly varying,FALSE
varying forms,FALSE
measure student,FALSE
learning trajectories,FALSE
guide instruction,FALSE
multipart highly,TRUE
structured series,FALSE
require positive,FALSE
positive collaboration,TRUE
group participants,TRUE
participants fostering,TRUE
experiences promotes,TRUE
promotes inclusion,TRUE
team members,TRUE
highly adaptable,TRUE
adaptable active,TRUE
learning technique,FALSE
science underscores,TRUE
collaborative nature,TRUE
essential points,FALSE
evidence based,FALSE
based teaching,FALSE
teaching seek,FALSE
teaching experience,FALSE
social relationships,TRUE
relationships developed,TRUE
dialogue discussing,FALSE
case among,FALSE
among groups,FALSE
groups promotes,TRUE
particular students,TRUE
can empathize,FALSE
patient gary,TRUE
students engaging,TRUE
analysis portions,FALSE
crucial component,FALSE
component promotes,TRUE
promotes diversity,TRUE
learning experience,FALSE
inclusive dialogues,TRUE
characters within,FALSE
students navigating,TRUE
informatic activities,FALSE
explicitly address,TRUE
address emerging,TRUE
emerging developments,TRUE
developments within,TRUE
biology moreover,FALSE
students promotes,TRUE
promotes engagement,TRUE
trains self,FALSE
navigating large,FALSE
large data,FALSE
data sets,FALSE
sets associated,FALSE
biological enquiry,FALSE
reveals aspects,FALSE
translations research,TRUE
research processes,FALSE
professional obligations,TRUE
obligations clinical,TRUE
clinical providers,FALSE
cancer treatment,TRUE
underlying research,FALSE
analysis necessary,FALSE
advance personalized,TRUE
personalized patient,TRUE
patient care,TRUE
highly guided,FALSE
guided format,FALSE
framework navigates,FALSE
navigates students,TRUE
scientific process,FALSE
introductory students,TRUE
approach makes,FALSE
makes expectations,FALSE
expectations clear,FALSE
practice receive,FALSE
receive feedback,FALSE
make changes,FALSE
work toward,FALSE
toward mastering,FALSE
stepwise approach,FALSE
growth mindset,TRUE
comprehensive assignment,TRUE
important steps,FALSE
explicitly teaching,FALSE
teaching students,TRUE
scaffolded manner,TRUE
gain awareness,TRUE
science identities,TRUE
may encourage,TRUE
enthusiastically pursue,TRUE
pursue future,FALSE
future science,FALSE
science coursework,FALSE
various assignments,TRUE
emphasize altruistic,TRUE
altruistic applications,TRUE
highlighting ways,FALSE
society additionally,TRUE
asking students,TRUE
locate information,FALSE
choosing literature,FALSE
literature references,FALSE
references written,FALSE
diverse scientists,TRUE
pbl structure,FALSE
inherently designed,FALSE
leverage diversity,TRUE
place value,TRUE
students unique,TRUE
unique contributions,FALSE
specific predefined,FALSE
predefined roles,FALSE
pbl activity,FALSE
activity assignment,TRUE
assignment description,TRUE
utilize different,FALSE
different skill,FALSE
skill sets,FALSE
sets thus,FALSE
thus allowing,FALSE
different strengths,TRUE
develop new,FALSE
supportive environment,TRUE
environment students,TRUE
may leverage,FALSE
exploring potential,FALSE
potential paths,FALSE
healthcare can,TRUE
can engage,TRUE
equity within,TRUE
within healthcare,TRUE
healthcare contexts,TRUE
many factors,FALSE
experimental design,TRUE
design inside,FALSE
generation status,TRUE
status instructors,TRUE
upper level,FALSE
level courses,FALSE
courses might,FALSE
might assume,FALSE
refined understanding,FALSE
education however,FALSE
however depending,FALSE
introductory courses,FALSE
inequities among,TRUE
among first,FALSE
first year,FALSE
year students,TRUE
high school,FALSE
school courses,FALSE
miraculin activity,FALSE
not make,FALSE
make assumptions,FALSE
design experience,FALSE
correct misconceptions,TRUE
encourages peer,TRUE
peer support,FALSE
support additionally,TRUE
past experience,FALSE
design students,TRUE
given many,FALSE
many opportunities,TRUE
knowledge questions,FALSE
can express,FALSE
written manner,FALSE
manner via,FALSE
via pre,FALSE
lab questions,FALSE
questions supporting,FALSE
miracle fruit,FALSE
fruit pre,FALSE
laboratory protocol,FALSE
protocol supporting,FALSE
fruit laboratory,FALSE
activity reflection,FALSE
reflection survey,FALSE
survey supporting,FALSE
fruit exit,FALSE
exit survey,FALSE
also share,FALSE
share knowledge,FALSE
knowledge verbally,FALSE
instructor one,FALSE
lab groups,FALSE
groups therefore,FALSE
therefore students,TRUE
can choose,FALSE
choice exhibited,FALSE
exhibited throughout,FALSE
design process,FALSE
process allows,FALSE
makes sense,FALSE
promoting inclusivity,TRUE
allowing different,FALSE
different students,TRUE
different ways,FALSE
ways particularly,TRUE
express information,FALSE
example choosing,FALSE
ideas verbally,FALSE
verbally rather,FALSE
writing may,FALSE
certain disabilities,TRUE
hand students,TRUE
disabilities related,TRUE
interpersonal interactions,TRUE
interactions can,TRUE
general active,TRUE
learning increases,FALSE
increases performance,FALSE
larger margin,TRUE
activity contains,FALSE
contains many,FALSE
many elements,TRUE
therefore contribute,FALSE
inclusivity additionally,TRUE
cultural experiences,TRUE
culturally relevant,TRUE
shows students,TRUE
representative sampling,FALSE
experimental designs,TRUE
students freedom,TRUE
activity encourages,TRUE
challenge dominant,FALSE
dominant narratives,FALSE
non western,TRUE
western backgrounds,TRUE
may identify,FALSE
identify variables,FALSE
design flaws,FALSE
westernized science,TRUE
science might,FALSE
might miss,FALSE
design diversity,TRUE
diversity westernization,TRUE
drawing conclusions,FALSE
subsequent development,TRUE
informed consent,FALSE
lagged behind,FALSE
past decade,FALSE
students assume,TRUE
assume roles,FALSE
family member,TRUE
member clinician,TRUE
can envision,TRUE
contemporary figures,FALSE
figures face,FALSE
face d,FALSE
decisions impacted,TRUE
scientific advances,FALSE
assume perspectives,TRUE
otherwise considered,FALSE
weigh evidence,FALSE
post class,FALSE
class reflection,FALSE
reflection moreover,FALSE
moreover role,FALSE
role playing,FALSE
playing activities,FALSE
activities help,FALSE
foundational knowledge,FALSE
people involved,FALSE
students connect,TRUE
inclusive experience,TRUE
experience incorporates,FALSE
incorporates race,TRUE
race ethnicity,TRUE
nested components,FALSE
case together,TRUE
collaborative effort,TRUE
effort seeks,FALSE
acknowledge diverse,TRUE
students examine,TRUE
examine scientists,FALSE
enrich learning,FALSE
inclusive practice,TRUE
different methods,FALSE
engagement including,TRUE
student worksheet,FALSE
worksheet projected,FALSE
projected slides,FALSE
student led,FALSE
led discussions,FALSE
discussions using,FALSE
strategies engages,TRUE
broader population,FALSE
choice clicker,FALSE
share questions,FALSE
class helps,TRUE
talk one,FALSE
thus still,FALSE
still encouraging,TRUE
discourages competition,TRUE
share portion,FALSE
