unique(rios_data_token3it$it_tokens_3w),dei_related
whole class discussions,FALSE
class discussions throughout,FALSE
argumentation module allowed,TRUE
module allowed students,TRUE
express diverse ways,TRUE
whole class model,FALSE
entire activity moved,FALSE
activity moved students,TRUE
moved students away,TRUE
strictly traditional lecture,FALSE
traditional lecture style,FALSE
lesson incorporates principles,FALSE
activity students select,TRUE
incorporating student choice,FALSE
learner centered approach,FALSE
promotes student engagement,TRUE
lesson also includes,FALSE
also includes different,FALSE
includes different types,FALSE
group components students,TRUE
components students prepare,TRUE
promotes equitable participation,TRUE
group work features,FALSE
work features several,FALSE
features several cooperative,TRUE
several cooperative learning,TRUE
cooperative learning characteristics,TRUE
learning characteristics meant,FALSE
promote inclusive student,TRUE
inclusive student student,TRUE
student student dynamics,FALSE
student dynamics including,FALSE
assigned group roles,FALSE
clear assessment criteria,TRUE
assignment also improves,TRUE
lesson research shows,FALSE
college courses benefits,FALSE
particular underserved students,TRUE
videos can support,FALSE
can support inclusive,TRUE
support inclusive teaching,TRUE
paused slowed zoomed,FALSE
student videos allow,FALSE
video allows students,TRUE
classroom also closed,FALSE
also closed captions,TRUE
former students serve,TRUE
can support diversity,TRUE
using diverse demonstrators,TRUE
demonstrators finally videos,FALSE
finally videos allow,FALSE
increased consistency across,FALSE
consistency across multiple,FALSE
across multiple section,FALSE
multiple section courses,FALSE
lesson emphasizes application,FALSE
high stakes exams,FALSE
multiple low stakes,FALSE
iterative improvement rather,TRUE
single large assessment,TRUE
low stakes environment,TRUE
professional development sessions,TRUE
development sessions sense,TRUE
modules fundamentally explore,TRUE
central discussions revolve,FALSE
discussions revolve around,FALSE
intra individual module,TRUE
levels examples used,FALSE
many science majors,FALSE
paired study design,FALSE
study design used,FALSE
hypo allometric growth,FALSE
analysis thus providing,FALSE
thus providing students,TRUE
neighborhoods students work,TRUE
restricted motor skills,FALSE
vision impairment can,TRUE
impairment can delegate,TRUE
can delegate microscope,FALSE
limitations formative assessments,TRUE
formative assessments include,TRUE
assessments include low,TRUE
include low stakes,FALSE
low stakes quizzes,FALSE
class period students,TRUE
pace university laptop,FALSE
university laptop computers,FALSE
laptop computers can,FALSE
limited students can,TRUE
students can benefit,TRUE
impact human life,TRUE
principles behind animal,FALSE
behind animal models,FALSE
various backgrounds can,TRUE
exercise gives students,TRUE
exercises encourages students,TRUE
lesson allows students,TRUE
study bacterial virulence,FALSE
resource limited institutions,FALSE
lesson students create,TRUE
not always populated,FALSE
read primary literature,FALSE
lesson related materials,FALSE
provides students easy,TRUE
students easy access,TRUE
involves active learning,TRUE
students including underrepresented,TRUE
including underrepresented minorities,TRUE
given quiet time,FALSE
instructor can devise,FALSE
example assign specific,FALSE
assign specific groups,FALSE
exercises students work,TRUE
instructor may also,FALSE
may also form,FALSE
typical social circles,TRUE
reading carefully selected,TRUE
carefully selected psl,TRUE
engage many individuals,TRUE
authentic scientific studies,TRUE
students academic social,TRUE
cultural backgrounds can,TRUE
class discussions occurred,FALSE
small groups often,FALSE
students becoming comfortable,TRUE
becoming comfortable enough,TRUE
answers freely additionally,TRUE
one correct answer,FALSE
larger group discussions,FALSE
not force students,TRUE
learning process thus,FALSE
lesson includes several,FALSE
includes several strategies,FALSE
several strategies including,FALSE
strategies including think,FALSE
including think pair,FALSE
pair share small,FALSE
share small group,FALSE
small group discussions,FALSE
favor different learning,FALSE
different learning approaches,FALSE
class instructors can,FALSE
instructors can explicitly,FALSE
can explicitly state,FALSE
varied learning strategies,FALSE
promotes inclusive learning,TRUE
students feel less,TRUE
feel less targeted,FALSE
traditional lecture classes,FALSE
lecture classes open,FALSE
active learning styles,TRUE
learning styles though,FALSE
short lecture within,FALSE
small groups multiple,FALSE
groups multiple times,FALSE
cultivates social learning,TRUE
support learning gains,FALSE
varying achievement levels,TRUE
lesson employs think,FALSE
employs think pair,FALSE
meaningful class discussions,TRUE
whole class discussion,FALSE
submitted online thus,FALSE
online thus decreasing,FALSE
environmental burdens associated,TRUE
students may not,TRUE
classroom friendly internet,TRUE
students students can,TRUE
students can submit,TRUE
slides independently students,TRUE
independently students come,TRUE
students come together,TRUE
minute discussion section,FALSE
one instructor many,FALSE
instructor many students,TRUE
many students choose,TRUE
fun together however,TRUE
together however giving,TRUE
let students present,TRUE
prefer students also,TRUE
low stakes way,FALSE
activity asks students,TRUE
speak listen look,TRUE
worksheet write thus,FALSE
write thus offering,FALSE
thus offering many,FALSE
offering many ways,FALSE
student participates equally,TRUE
multifaceted inclusive nature,TRUE
inclusive nature documentary,TRUE
nature documentary created,TRUE
documentary created collaboratively,TRUE
small group activities,FALSE
group activities provides,FALSE
activities provides clear,FALSE
provides clear expectations,FALSE
labor among students,TRUE
among students allowing,TRUE
synchronous class sessions,FALSE
class sessions increases,FALSE
sessions increases class,FALSE
increases class structure,FALSE
class structure past,FALSE
structure past work,FALSE
revealed increasing class,FALSE
increasing class structure,FALSE
class structure greatly,FALSE
structure greatly reduces,FALSE
greatly reduces achievement,TRUE
reduces achievement gaps,TRUE
continuing generation students,TRUE
generation students changing,TRUE
students changing screen,TRUE
changing screen names,TRUE
reflect pronouns acknowledges,TRUE
pronouns acknowledges diversity,TRUE
may help make,FALSE
synchronous classroom environment,TRUE
welcoming place past,TRUE
place past work,FALSE
revealed lgbtqia students,TRUE
biology classroom community,TRUE
simple low stakes,FALSE
low stakes activity,FALSE
minute paper reflection,FALSE
paper reflection provides,FALSE
reflection provides opportunity,TRUE
individual work engaging,TRUE
included ample time,FALSE
pairing students together,TRUE
decrease student anxiety,TRUE
students may assist,TRUE
online teaching format,FALSE
teaching format grading,FALSE
format grading rubrics,FALSE
grading rubrics emphasized,FALSE
rubrics emphasized general,FALSE
emphasized general content,FALSE
general content knowledge,FALSE
critical thinking skills,TRUE
ensure impartial grading,TRUE
address inclusive teaching,TRUE
computer lab rather,FALSE
personal computers already,TRUE
computers already loaded,FALSE
data management software,TRUE
ms office excel,FALSE
google sheets contact,FALSE
instructional technology specialist,FALSE
specific accommodations available,TRUE
otherwise unavailable observations,FALSE
unavailable observations may,FALSE
one important difference,FALSE
students must record,TRUE
simplified data sheet,FALSE
data sheet can,FALSE
making observations columns,FALSE
observation photo file,FALSE
photo file number,FALSE
location information students,TRUE
instructors can submit,FALSE
maintain student anonymity,TRUE
database schools may,FALSE
participate without revealing,TRUE
without revealing identifying,FALSE
instructor might choose,FALSE
single class inaturalist,FALSE
class inaturalist account,FALSE
contribute observations instructors,FALSE
natural world around,FALSE
make no assessment,TRUE
no assessment related,TRUE
assessment related comments,TRUE
student observations within,FALSE
ferpa regulations students,TRUE
utilizing data collected,FALSE
global communities demonstrates,TRUE
scientific data reciprocally,FALSE
observations extends beyond,FALSE
activity also illustrates,FALSE
also illustrates cultural,TRUE
illustrates cultural diversity,TRUE
cultural diversity across,TRUE
diversity across neighborhoods,TRUE
communities may support,TRUE
cultivate different habitat,FALSE
different habitat types,FALSE
local diversity students,TRUE
diversity students collect,TRUE
students collect independent,TRUE
collect independent data,FALSE
recreation areas overall,FALSE
commonly used resources,FALSE
not strong readers,FALSE
students independently previous,TRUE
independently previous studies,FALSE
study guides provides,TRUE
guides provides benefits,TRUE
language deficits equalizing,TRUE
deficits equalizing student,TRUE
equalizing student achievement,TRUE
minoritized students introverted,TRUE
students introverted students,TRUE
groups participated well,TRUE
discussion based study,FALSE
based study guide,FALSE
ask anonymous questions,FALSE
anonymous questions without,FALSE
low pressure environment,TRUE
practices include place,FALSE
include place based,FALSE
student chosen topics,FALSE
chosen topics small,FALSE
topics small group,FALSE
group work close,FALSE
work close observation,FALSE
modeled best practices,FALSE
best practices visual,TRUE
non verbal learning,FALSE
diversity among students,TRUE
providing multiple opportunities,TRUE
work thereby providing,FALSE
large group settings,FALSE
activity uses physical,FALSE
uses physical models,FALSE
addition using familiar,TRUE
using familiar objects,FALSE
familiar objects plastic,FALSE
objects plastic building,FALSE
plastic building bricks,FALSE
enzyme may make,FALSE
students can play,TRUE
can play several,FALSE
play several roles,FALSE
simulation including timekeeper,FALSE
including timekeeper data,FALSE
timekeeper data recorder,FALSE
data recorder student,FALSE
recorder student enzyme,FALSE
allow differently abled,TRUE
differently abled students,TRUE
student group members,TRUE
group members discuss,TRUE
visually impaired student,TRUE
activity also provides,FALSE
also provides multiple,FALSE
provides multiple ways,FALSE
first answer questions,FALSE
participate structured discussion,TRUE
individual student responses,TRUE
post activity conceptual,FALSE
activity conceptual questions,FALSE
conceptual questions also,FALSE
questions also allows,FALSE
diverse learning methods,TRUE
learning methods achieve,FALSE
complete understanding lesson,FALSE
understanding lesson materials,FALSE
multiple ways traditional,FALSE
ways traditional lecture,FALSE
visual aids combined,TRUE
formative assessment questions,TRUE
formulate answers based,FALSE
class analysis furthermore,FALSE
analysis furthermore nation,FALSE
furthermore nation wide,FALSE
nation wide survey,FALSE
wide survey data,FALSE
survey data indicates,FALSE
undergraduate life sciences,FALSE
life sciences curriculum,FALSE
minority serving institutions,TRUE
serving institutions msis,TRUE
institutions msis compared,TRUE
engaging stem undergraduates,TRUE
asynchronous online formatted,FALSE
online formatted course,FALSE
topic links easily,FALSE
particularly improve learning,TRUE
different science processes,FALSE
syllabus supporting file,FALSE
bioactive compounds syllabus,TRUE
also explicitly stated,FALSE
every lab session,FALSE
perform statistical analysis,FALSE
bioactive compounds module,TRUE
guided lab report,FALSE
lab report students,TRUE
several weeks information,FALSE
weeks information needed,TRUE
homework assignments sessions,TRUE
assignments sessions started,TRUE
considered formative students,TRUE
make said improvements,TRUE
said improvements since,TRUE
four modules students,TRUE
self reflections group,FALSE
reflections group work,FALSE
students centering around,TRUE
positive interdependence individual,TRUE
interdependence individual accountability,TRUE
learned new skills,FALSE
research process prepared,FALSE
process prepared students,TRUE
group interactions group,TRUE
interactions group work,TRUE
group work relied,FALSE
elicit mutual need,TRUE
specifically students worked,TRUE
cognitively difficult tasks,FALSE
discussing experimental results,TRUE
results students worked,TRUE
specific complementary tasks,TRUE
recording results successful,FALSE
results successful group,FALSE
successful group interactions,TRUE
clear goals tasks,FALSE
support inclusive learning,TRUE
cures implemented early,TRUE
improve scientific self,FALSE
scientific self efficacy,TRUE
self efficacy identity,TRUE
stem degrees among,FALSE
degrees among diverse,TRUE
among diverse students,TRUE
hold particular promise,TRUE
underrepresented minority students,TRUE
lesson provides students,TRUE
inquiry driven activity,FALSE
four week lab,FALSE
week lab exercise,FALSE
student pair shares,FALSE
oral presentation making,FALSE
equal importance using,TRUE
format overcomes significant,FALSE
overcomes significant barriers,TRUE
less vocal students,TRUE
minimal instructor intervention,FALSE
written lab report,FALSE
class oral presentation,FALSE
oral presentation students,TRUE
presentation students continue,TRUE
enhances lab performance,FALSE
many lab exercises,FALSE
furthermore every student,FALSE
potential modifications section,FALSE
allied health studies,TRUE
selected manuscripts highlight,FALSE
manuscripts highlight scientist,FALSE
antimicrobial research student,FALSE
research student choice,FALSE
lesson encourages students,TRUE
peers allowing students,TRUE
see different perspectives,TRUE
lesson also emphasizes,FALSE
also emphasizes critical,TRUE
emphasizes critical thinking,TRUE
critical thinking writing,TRUE
practice data analysis,FALSE
not require technical,FALSE
require technical experience,FALSE
technical experience expensive,TRUE
experience expensive specialized,TRUE
expensive specialized laboratory,TRUE
specialized laboratory equipment,TRUE
instructional modalities especially,FALSE
modalities especially within,FALSE
especially within resource,FALSE
within resource limited,FALSE
no wrong answer,FALSE
class discussion several,FALSE
discussion several different,FALSE
several different activity,FALSE
different activity types,FALSE
used including sorting,FALSE
including sorting tasks,FALSE
sorting tasks clicker,FALSE
tasks clicker questions,FALSE
drawing accommodating different,TRUE
accommodating different learning,TRUE
different learning preferences,FALSE
learning preferences students,TRUE
groups however students,TRUE
highly structured courses,FALSE
online lab course,FALSE
contains pre lab,FALSE
pre lab learning,FALSE
feedback frequent feedback,FALSE
laboratory notebooks peer,FALSE
notebooks peer instruction,FALSE
lab sessions multiple,FALSE
sessions multiple summative,FALSE
multiple summative assessments,TRUE
multiple modes including,FALSE
modes including writing,FALSE
including writing take,FALSE
writing take home,FALSE
take home tests,FALSE
oral presentations providing,FALSE
presentations providing students,TRUE
need differing amounts,TRUE
assessment also accommodating,TRUE
also accommodating students,TRUE
live video conferencing,FALSE
video conferencing lab,FALSE
conferencing lab sessions,FALSE
course encouraging students,TRUE
live lab sessions,FALSE
missed lab notebook,FALSE
lab notebook entries,FALSE
inevitable conflicts arose,FALSE
sick family members,TRUE
students work conflicts,TRUE
civil uprising many,FALSE
lowest scoring take,FALSE
scoring take home,FALSE
take home quiz,FALSE
home quiz lower,FALSE
highest scoring quiz,FALSE
lower stakes items,FALSE
creating lab discussion,FALSE
lab discussion breakout,FALSE
discussion breakout groups,FALSE
instructors created groups,FALSE
no gender imbalances,TRUE
example one student,FALSE
instructors randomly assigned,FALSE
randomly assigned groups,FALSE
week providing opportunities,TRUE
different group members,TRUE
peers lastly providing,FALSE
lastly providing opportunities,TRUE
lab course online,FALSE
course online may,FALSE
online may increase,FALSE
may increase accessibility,TRUE
worth considering offering,FALSE
considering offering online,FALSE
offering online versions,FALSE
lab course even,FALSE
instruction returns face,FALSE
collaborative exercise encourages,TRUE
exercise encourages discussion,TRUE
encourages discussion among,TRUE
discussion among students,TRUE
different backgrounds perspectives,TRUE
historical materials highlight,TRUE
materials highlight various,FALSE
highlight various viewpoints,FALSE
official government statements,TRUE
example students examined,TRUE
students examined questionnaires,TRUE
examined questionnaires used,FALSE
indigent migratory consumptives,FALSE
ask business owners,FALSE
materials included early,FALSE
included early perspectives,TRUE
stigmatized lgbtq individuals,TRUE
documents offer students,TRUE
general nature cures,FALSE
nature cures increase,FALSE
independent research program,FALSE
students work collaboratively,TRUE
work collaboratively throughout,TRUE
use authentic microbiology,TRUE
epidemiological investigations conducted,FALSE
public health laboratories,TRUE
health laboratories student,TRUE
laboratories student research,FALSE
e gline e,FALSE
gline e gross,FALSE
e gross b,FALSE
gross b puma,FALSE
b puma r,FALSE
puma r zoldork,FALSE
r zoldork m,FALSE
zoldork m thinnes,FALSE
m thinnes e,FALSE
thinnes e seracino,FALSE
j b herrick,FALSE
b herrick presented,FALSE
microbiology virginia branch,FALSE
authentic practices via,TRUE
practices via wet,FALSE
via wet lab,FALSE
computer based activities,FALSE
based activities students,TRUE
activities students gain,TRUE
real world scientific,FALSE
world scientific endeavors,FALSE
also experience autonomy,FALSE
experience autonomy project,FALSE
autonomy project ownership,FALSE
cure lend well,FALSE
socially relevant topics,TRUE
medicine epidemiology bioinformatics,FALSE
epidemiology bioinformatics infectious,FALSE
bioinformatics infectious disease,FALSE
infectious disease microbiology,FALSE
disease microbiology pedagogical,FALSE
microbiology pedagogical approaches,FALSE
pedagogical approaches implemented,TRUE
demonstrations mini lectures,FALSE
mini lectures videos,FALSE
lectures videos hands,TRUE
based activities worksheets,FALSE
activities worksheets discussions,FALSE
optional additional tutorials,TRUE
additional tutorials similarly,TRUE
tutorials similarly varying,FALSE
similarly varying forms,FALSE
measure student learning,FALSE
student learning trajectories,FALSE
multipart highly structured,TRUE
highly structured series,FALSE
require positive collaboration,TRUE
group participants fostering,TRUE
experiences promotes inclusion,TRUE
highly adaptable active,TRUE
adaptable active learning,TRUE
active learning technique,TRUE
evidence based teaching,FALSE
based teaching seek,FALSE
inclusive teaching experience,TRUE
social relationships developed,TRUE
case among groups,FALSE
among groups promotes,TRUE
particular students can,TRUE
students can empathize,TRUE
data analysis portions,FALSE
crucial component promotes,TRUE
component promotes diversity,TRUE
active learning experience,TRUE
explicitly address emerging,TRUE
address emerging developments,TRUE
emerging developments within,TRUE
molecular biology moreover,FALSE
students promotes engagement,TRUE
trains self efficacy,TRUE
navigating large data,FALSE
large data sets,FALSE
data sets associated,FALSE
translations research processes,TRUE
professional obligations clinical,TRUE
obligations clinical providers,TRUE
advance personalized patient,TRUE
personalized patient care,TRUE
highly guided format,FALSE
framework navigates students,TRUE
approach makes expectations,FALSE
makes expectations clear,FALSE
practice receive feedback,FALSE
work toward mastering,FALSE
stepwise approach encourages,TRUE
explicitly teaching students,TRUE
enthusiastically pursue future,TRUE
pursue future science,FALSE
future science coursework,FALSE
emphasize altruistic applications,TRUE
choosing literature references,FALSE
literature references written,FALSE
students unique contributions,TRUE
specific predefined roles,FALSE
pbl activity assignment,TRUE
activity assignment description,TRUE
utilize different skill,FALSE
different skill sets,FALSE
skill sets thus,FALSE
sets thus allowing,FALSE
thus allowing students,TRUE
develop new skills,FALSE
supportive environment students,TRUE
environment students may,TRUE
students may leverage,TRUE
exploring potential paths,FALSE
healthcare can engage,TRUE
equity within healthcare,TRUE
within healthcare contexts,TRUE
experimental design inside,TRUE
first generation status,TRUE
generation status instructors,TRUE
upper level courses,FALSE
level courses might,FALSE
courses might assume,FALSE
education however depending,FALSE
inequities among first,TRUE
among first year,FALSE
first year students,TRUE
high school courses,FALSE
not make assumptions,FALSE
experimental design experience,TRUE
encourages peer support,TRUE
peer support additionally,TRUE
support additionally students,TRUE
experimental design students,TRUE
given many opportunities,TRUE
written manner via,FALSE
manner via pre,FALSE
via pre lab,FALSE
pre lab questions,FALSE
lab questions supporting,FALSE
questions supporting file,FALSE
miracle fruit pre,FALSE
fruit pre lab,FALSE
laboratory protocol supporting,FALSE
protocol supporting file,FALSE
miracle fruit laboratory,FALSE
fruit laboratory protocol,FALSE
post activity reflection,FALSE
activity reflection survey,FALSE
reflection survey supporting,FALSE
survey supporting file,FALSE
miracle fruit exit,FALSE
fruit exit survey,FALSE
can also share,FALSE
also share knowledge,FALSE
share knowledge verbally,FALSE
lab groups therefore,FALSE
groups therefore students,TRUE
therefore students can,TRUE
students can choose,TRUE
student choice exhibited,FALSE
choice exhibited throughout,FALSE
experimental design process,TRUE
design process allows,FALSE
process allows students,TRUE
allowing different students,TRUE
different ways particularly,TRUE
present ideas verbally,FALSE
ideas verbally rather,FALSE
writing may help,FALSE
may help students,TRUE
interpersonal interactions can,TRUE
interactions can choose,TRUE
general active learning,TRUE
active learning increases,TRUE
learning increases performance,FALSE
activity contains many,FALSE
contains many elements,TRUE
giving students freedom,TRUE
challenge dominant narratives,FALSE
non western backgrounds,TRUE
western backgrounds may,TRUE
may identify variables,FALSE
westernized science might,TRUE
science might miss,FALSE
experimental design diversity,TRUE
design diversity westernization,TRUE
students assume roles,TRUE
family member clinician,TRUE
contemporary figures face,FALSE
figures face d,FALSE
post class reflection,FALSE
class reflection moreover,FALSE
reflection moreover role,FALSE
moreover role playing,FALSE
role playing activities,FALSE
playing activities help,FALSE
activities help students,TRUE
helps students connect,TRUE
inclusive experience incorporates,TRUE
experience incorporates race,TRUE
incorporates race ethnicity,TRUE
acknowledge diverse perspectives,TRUE
students examine scientists,TRUE
student engagement including,TRUE
student worksheet projected,FALSE
worksheet projected slides,FALSE
student led discussions,FALSE
led discussions using,FALSE
multiple choice clicker,FALSE
choice clicker questions,FALSE
pair share questions,FALSE
entire class helps,TRUE
minimize student discomfort,FALSE
class thus still,FALSE
thus still encouraging,TRUE
still encouraging students,TRUE
pair share can,FALSE
quickly going around,FALSE
interpreted original data,FALSE
also explore previously,FALSE
explore previously published,FALSE
previously published literature,FALSE
students feel comfortable,TRUE
fair classroom learning,TRUE
classroom learning environment,TRUE
learning environment reiterates,TRUE
somehow opposing sides,FALSE
inclusive classroom environment,TRUE
ensure inclusiveness tell,TRUE
outcome impress upon,FALSE
requires multiple inputs,FALSE
bring unique abilities,TRUE
streptomyces project requires,FALSE
scientific investigators committed,FALSE
evidence based decision,FALSE
based decision making,FALSE
decision making tell,FALSE
diversity may include,TRUE
following differences race,TRUE
differences race class,TRUE
race class poverty,TRUE
class poverty gender,TRUE
poverty gender disability,TRUE
identify diversity issues,TRUE
diversity issues important,TRUE
instructor can provide,FALSE
comfortable classroom environment,TRUE
might also include,FALSE
work best alone,FALSE
written work let,FALSE
email correspondence tell,FALSE
student can feel,FALSE
can feel safe,FALSE
prior research experience,FALSE
class research experience,FALSE
not group together,TRUE
students self select,TRUE
groups become homogenous,FALSE
supportive group presentation,TRUE
different learning styles,FALSE
learning styles interactive,TRUE
styles interactive group,TRUE
interactive group work,TRUE
individual noninteractive work,TRUE
interactive learning environment,TRUE
opportunity arises several,TRUE
arises several times,FALSE
lesson also employs,FALSE
also employs peer,FALSE
employs peer instruction,FALSE
student brings different,FALSE
brings different skills,FALSE
therefore adds value,TRUE
among streptomyces investigators,FALSE
excellent resource documenting,TRUE
cooperative scientific investigation,TRUE
impress upon students,TRUE
international streptomyces project,FALSE
international cooperation among,FALSE
cooperation among female,TRUE
different nationalities brought,FALSE
nationalities brought together,TRUE
john innes centre,FALSE
example hee jeon,FALSE
hee jeon hong,FALSE
john innes center,FALSE
norwich uk discover,FALSE
uk discover one,FALSE
discover one pathway,TRUE
janet westpheling working,FALSE
streptomyces chitinase gene,FALSE
not household names,FALSE
acid reflux using,FALSE
reflux using protease,FALSE
using protease inhibitors,FALSE
lessons use various,FALSE
use various active,TRUE
various active learning,TRUE
physical models collaborative,TRUE
models collaborative work,TRUE
collaborative work reflective,TRUE
work reflective writing,TRUE
reflective writing interactive,TRUE
writing interactive lecture,TRUE
interactive lecture pre,TRUE
lecture pre post,FALSE
pre post questions,FALSE
activities promote access,TRUE
female students due,TRUE
low spatial ability,FALSE
robust mental model,TRUE
stem programs additionally,TRUE
students schedules cognizant,TRUE
social bias accessibility,TRUE
comfort zone additionally,TRUE
zone additionally instructors,TRUE
make students aware,TRUE
important no matter,FALSE
ecologically valuable regardless,TRUE
socioeconomic status lastly,TRUE
not feel safe,FALSE
feel safe participating,TRUE
fieldwork heavy courses,FALSE
model based inquiry,FALSE
computational biology enabling,FALSE
biology enabling participation,TRUE
independent work followed,FALSE
approach also allows,FALSE
also present concepts,FALSE
present concepts using,FALSE
forms including visually,TRUE
model interfaces textually,FALSE
teach participants inclusive,TRUE
participants inclusive active,TRUE
inclusive active learning,TRUE
handout supporting file,FALSE
active learning workshop,TRUE
learning workshop worksheet,FALSE
take notes everyone,TRUE
notes everyone completes,TRUE
quick write questions,FALSE
write questions individually,TRUE
gallery walk participants,TRUE
walk participants work,TRUE
allow equitable contributions,TRUE
questions every participant,TRUE
assigned article prior,TRUE
jigsaw participants first,TRUE
participants first form,TRUE
first form expert,FALSE
form expert groups,FALSE
assigned article afterward,TRUE
form new reshuffled,FALSE
new reshuffled groups,FALSE
read different articles,TRUE
also use unbiased,TRUE
use unbiased call,TRUE
increase participants comfort,TRUE
several workshop activities,FALSE
workshop activities also,FALSE
activities also address,TRUE
also address strategies,TRUE
ensuring equitable participation,TRUE
engages everyone supporting,TRUE
everyone supporting file,TRUE
ideas may emerge,FALSE
instructor used homework,FALSE
felt comfortable gave,TRUE
homework responses shared,FALSE
responses shared anonymously,FALSE
activity challenged students,TRUE
utilize best practices,FALSE
active student engagement,TRUE
activity instructors create,FALSE
instructors create opportunities,TRUE
values diverse backgrounds,TRUE
lesson ties traditional,FALSE
ties traditional scientific,FALSE
traditional scientific understanding,FALSE
scientific understanding directly,FALSE
benefit student success,FALSE
student success throughout,FALSE
help include students,TRUE
traditionally underrepresented backgrounds,TRUE
teaching staff strive,FALSE
personable caring way,TRUE
class made clear,FALSE
course syllabi may,FALSE
syllabi may help,FALSE
historically marginalized communities,TRUE
marginalized communities reduce,TRUE
predominantly white institution,TRUE
white institution discussing,TRUE
institution discussing social,TRUE
discussing social justice,TRUE
social justice topics,TRUE
instructors can leverage,FALSE
can leverage group,FALSE
leverage group learning,FALSE
four students courses,TRUE
extensive group work,FALSE
group work components,FALSE
work components provide,FALSE
receive assistance beyond,FALSE
can improve gains,FALSE
small groups may,FALSE
groups may also,FALSE
may also provide,FALSE
improving science process,FALSE
science process skills,FALSE
may therefore appeal,FALSE
self paced students,TRUE
image using simulation,FALSE
using simulation results,FALSE
reason thereby also,FALSE
thereby also increasing,FALSE
also increasing inclusivity,TRUE
currently not supported,TRUE
collaborative annotation project,TRUE
annotation project cap,FALSE
project cap contributes,FALSE
first collaborative learning,TRUE
second providing primary,FALSE
providing primary research,FALSE
primary research papers,FALSE
research papers detailed,FALSE
papers detailed instructions,FALSE
detailed instructions supporting,FALSE
instructions supporting file,FALSE
annotations cap instructions,FALSE
cap deadlines supporting,FALSE
deadlines supporting file,FALSE
annotations detailed schedule,FALSE
cap grading rubric,FALSE
grading rubric supporting,FALSE
rubric supporting file,FALSE
annotations cap grading,FALSE
encourage rubric use,TRUE
make grading practices,FALSE
grading practices explicit,FALSE
examples include use,FALSE
online databases student,FALSE
databases student self,FALSE
student self selection,FALSE
project topics options,FALSE
specific content area,FALSE
content area renal,FALSE
area renal physiology,FALSE
not directly promote,TRUE
directly promote general,TRUE
promote general inclusive,TRUE
general inclusive teaching,TRUE
instructor self reflection,FALSE
self reflection instructor,FALSE
reflection instructor empathy,TRUE
positive classroom climate,FALSE
inclusive teaching making,TRUE
teaching making space,FALSE
possible modules b,FALSE
solve individually group,TRUE
work can potentially,FALSE
can potentially lead,FALSE
meaningful interactions among,TRUE
interactions among group,TRUE
might increase students,TRUE
increase students sense,TRUE
module c noted,FALSE
possible modifications subsection,FALSE
offers additional discussion,TRUE
additional discussion opportunities,TRUE
discussion opportunities regarding,TRUE
may disadvantage black,TRUE
disadvantage black kidney,TRUE
black kidney failure,TRUE
kidney failure patients,TRUE
failure patients relative,TRUE
non black patients,TRUE
lesson might also,FALSE
tqts potentially provide,FALSE
potentially provide students,TRUE
high stakes testing,FALSE
stakes testing students,TRUE
lack test savvy,FALSE
test savvy study,FALSE
savvy study partners,TRUE
lesson successfully incorporated,TRUE
levels including courses,FALSE
instructors can see,FALSE
can see many,FALSE
see many different,FALSE
many different depths,FALSE
lesson can reach,FALSE
understanding thereby promoting,FALSE
thereby promoting ownership,FALSE
many forms contributes,FALSE
better problem solving,FALSE
discussion paper frequently,FALSE
paper frequently attend,FALSE
frequently attend virtually,FALSE
authors students leading,TRUE
collaborated across institutions,TRUE
cases project ideas,FALSE
lesson engages multiple,TRUE
blooms taxonomy via,FALSE
taxonomy via learning,FALSE
via learning activities,FALSE
involve drawing writing,FALSE
drawing writing presentations,FALSE
text communication devices,FALSE
cystic fibrosis case,FALSE
fibrosis case study,FALSE
case study emphasizes,FALSE
study emphasizes diversity,TRUE
cystic fibrosis varies,FALSE
fibrosis varies among,FALSE
varies among different,FALSE
among different populations,FALSE
varying allele frequencies,FALSE
allele frequencies historically,TRUE
heavily skewed towards,FALSE
skewed towards studies,FALSE
caucasian populations however,TRUE
populations however recent,FALSE
however recent studies,FALSE
non caucasian populations,TRUE
furthermore novel variants,FALSE
non caucasian cystic,TRUE
caucasian cystic fibrosis,TRUE
cystic fibrosis patients,TRUE
fibrosis patients despite,TRUE
recent findings screening,TRUE
findings screening panels,TRUE
screening panels designed,TRUE
cystic fibrosis variants,FALSE
largely based upon,FALSE
lesson engages students,TRUE
concept map activity,FALSE
map activity promotes,TRUE
activity promotes inclusion,TRUE
includes many opportunities,TRUE
concept map furthermore,FALSE
map furthermore students,TRUE
furthermore students also,TRUE
students also view,TRUE
also view another,FALSE
concept map exchange,FALSE
often drew portraits,TRUE
curricular approach story,FALSE
approach story ifies,FALSE
story ifies science,FALSE
piques students curiosity,TRUE
non science majors,FALSE
curricular approach may,FALSE
approach may make,FALSE
may make biology,FALSE
disabilities including deaf,TRUE
english language learners,TRUE
language learners comics,FALSE
learners comics benefit,FALSE
using visual communication,TRUE
visual communication rather,TRUE
way challenging scientific,FALSE
challenging scientific concepts,FALSE
scientific concepts can,FALSE
supporting english language,TRUE
language learners additionally,TRUE
learners additionally visual,TRUE
additionally visual communication,TRUE
bilingual american sign,TRUE
american sign language,TRUE
sign language asl,TRUE
english deaf community,TRUE
lesson leverages small,FALSE
leverages small student,FALSE
small student groups,FALSE
ideal group size,FALSE
three students encourages,TRUE
